,brewery_id,breweries,in_business,city,state,latitude,longitude,brewery_type,phone,website,beer_id,availability,beer_name,beer_style,abv,ibu,is_retired,master_style
121,Cwhr9F,Archetype Brewing Company,Y,Asheville,North Carolina,35.5782143,-82.5750885,Micro Brewery,(828) 505-4177,,7F3PYd,,Commitment Phobia,Session India Pale Ale,5.5,40.0,N,IPA
122,Cwhr9F,Archetype Brewing Company,Y,Asheville,North Carolina,35.5782143,-82.5750885,Micro Brewery,(828) 505-4177,,jYmDi4,,Cowboy Poet,American-Style Lager,4.8,15.0,N,Lager
123,Cwhr9F,Archetype Brewing Company,Y,Asheville,North Carolina,35.5782143,-82.5750885,Micro Brewery,(828) 505-4177,,Spq5dP,,Dry Stout,Classic Irish-Style Dry Stout,,,N,Stout
124,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,c4f2KE,,'Murican Pilsner,American-Style Pilsener,5.5,,N,Other
125,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,zTTWa2,,11.5° PLATO,Session India Pale Ale,4.5,35.0,N,IPA
126,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,qGDeH1,,2 x 4,Other Belgian-Style Ales,8.7,,N,Other
127,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,uIgENV,,20th Street Ale Citra,Specialty Beer,7.3,,N,Other
128,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,WcP2Ww,,20th Street Ale Crystal,Specialty Beer,7.3,,N,Other
129,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,HyxQE4,,20th Street Ale Magnum,Specialty Beer,7.3,,N,Other
130,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,7z8RTq,,3 Weight,Session India Pale Ale,4.0,,N,IPA
131,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,KjumXn,,30th Anniversary - Grand Cru,Other Strong Ale or Lager,9.2,,N,Lager
132,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,ajbd6g,,35th Anniversary  - Brewer's Reserve,Strong Ale,8.0,,N,Ale
133,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,N4vZCt,Seasonal,40th Hoppy Anniversary Ale,American-Style India Pale Ale,6.0,65.0,N,IPA
134,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,hbF6tu,Limited,ABLE Best Britter,Special Bitter or Best Bitter,4.3,,N,Other
135,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,RK9Po6,,Ale 20,American-Style Pale Ale,5.7,,N,Pale Ale
136,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,hYaduh,Limited,Alt Route - Beer Camp Across America,German-Style Altbier,6.6,50.0,N,Other
137,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,iEMsk8,,Anniversary Ale,American-Style India Pale Ale,5.9,,N,IPA
138,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,ItEVNY,Limited,Anniversary Ale,American-Style India Pale Ale,5.9,,N,IPA
139,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,fBZZUJ,,Anniversary Ale,American-Style India Pale Ale,5.9,,N,IPA
140,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,uHEs7N,,Audition - Altbier,German-Style Altbier,6.6,,N,Other
141,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,fdnFoV,,Audition - Belgian-Style Blonde,Belgian-Style Blonde Ale,6.3,,N,Ale
142,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,8ugUQF,,Audition - Belgian-Style Pale Ale,Belgian-Style Pale Ale,5.3,,N,Pale Ale
143,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,zrqusY,,Audition - Dark Ale,American-Belgo-Style Ale,8.5,,N,Ale
144,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,BJFSW8,,Audition - Double IPA,Imperial or Double India Pale Ale,8.5,,N,IPA
145,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,cBZj1z,,Audition - English-Style Bitter,Ordinary Bitter,5.6,,N,Other
146,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,NY86j7,,Audition - Imperial Pilsner,American-Style Pilsener,8.0,,N,Other
147,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,lEPIZg,,Audition - Pale Ale,American-Style Pale Ale,6.5,,N,Pale Ale
148,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,WaxgGo,,Audition - Pilsner,American-Style Pilsener,5.2,,N,Other
149,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,HxW3xw,,Audition - Rye Bock,Rye Ale or Lager with or without Yeast,7.2,,N,Other
150,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,eOVHdT,,Audition - Scotch Ale,Scotch Ale,7.3,,N,Ale
151,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,kLnpDN,,Bad Luck Blonde,Golden or Blonde Ale,6.5,,N,Ale
152,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,Beiqbm,,Baltic Joy,Baltic-Style Porter,7.4,,N,Porter
153,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,hO6U5X,,Barrel Aged Narwhal,American-Style Imperial Stout,12.9,,N,Stout
154,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,HIwvra,Seasonal,Barrel-Aged Bigfoot (Whiskey Barrels),American-Style Barley Wine Ale,11.9,,N,Ale
155,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,AZgmir,,Barrel-Aged Hoptimum  (Trip in the Woods),American-Style India Pale Ale,11.5,,N,IPA
156,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,xjSOtt,,Barrel-Aged Porter,Wood- and Barrel-Aged Beer,7.4,,N,Other
157,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,4A41PO,,Barrel-Aged Torpedo Extra IPA,American-Style India Pale Ale,8.5,,N,IPA
158,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,ISTT06,,Beer Camp,American-Style India Pale Ale,6.5,50.0,N,IPA
159,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,2rqlKs,,Beer Camp 013: Old Cantankerous,Old Ale,6.6,,N,Ale
160,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,mgTvuM,Seasonal,Beer Camp 257,Imperial or Double India Pale Ale,9.7,,N,IPA
161,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,7iFx4r,Limited,Beer Camp Across America,Imperial or Double India Pale Ale,8.6,,N,IPA
162,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,6mTebP,,Beer Camp Golden IPA,American-Style India Pale Ale,6.5,50.0,N,IPA
163,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,pTHBWA,Year Round,Beer Camp Hoppy Lager,American-Style Lager,7.0,55.0,N,Lager
164,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,pGqazY,Limited,Beer Camp Tropical IPA,American-Style India Pale Ale,6.7,55.0,N,IPA
165,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,BdlH6M,Limited,Beer Camp: Campout Porter,Brown Porter,7.7,32.0,N,Porter
166,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,eueVi6,Limited,Beer Camp: Dunkle Weisse,South German-Style Dunkel Weizen / Dunkel Weissbier,5.7,10.0,N,Other
167,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,z8iAm9,Limited,Beer Camp: East Meets West IPA,American-Style India Pale Ale,7.0,40.0,N,IPA
168,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,bSQyva,Limited,Beer Camp: Ginger Lager,American-Style Lager,6.2,20.0,N,Lager
169,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,q5sbES,Limited,Beer Camp: Raspberry Sundae Ale,Herb and Spice Beer,8.0,10.0,N,Other
170,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,lT9g7O,,Beer Camp: Stout of the Union,American-Style Stout,7.0,64.0,N,Stout
171,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,4jKDXK,Limited,Beer Camp: West Coast DIPA,Imperial or Double India Pale Ale,8.2,65.0,N,IPA
172,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,BoJHzM,,Belgian Black IPA - Beer Camp #94,Belgian-Style Pale Ale,7.7,52.0,N,Pale Ale
173,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,X8qNCS,,Belgian-Style Blonde IPA,Belgian-Style Blonde Ale,7.5,,N,Ale
174,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,pSVIAZ,,BFD - Beer For Drinking,Golden or Blonde Ale,4.8,33.0,N,Ale
175,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,oIutyD,,Bigfoot,American-Style Barley Wine Ale,9.6,90.0,N,Ale
176,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,4sdq0d,Limited,Bigfoot,American-Style Barley Wine Ale,9.6,90.0,N,Ale
177,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,pdLPeS,Limited,Bigfoot,American-Style Barley Wine Ale,9.6,90.0,N,Ale
178,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,ygAzC9,Seasonal,Bigfoot,American-Style Barley Wine Ale,9.6,90.0,N,Ale
179,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,eyYenc,Limited,Bigfoot,American-Style Barley Wine Ale,9.6,,N,Ale
180,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,2CRlqm,Limited,Bigfoot,American-Style Barley Wine Ale,9.6,,N,Ale
181,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,8PsCAg,,Bigfoot,American-Style Barley Wine Ale,9.6,,N,Ale
182,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,IphbdN,Limited,Bigfoot,American-Style Barley Wine Ale,9.6,,N,Ale
183,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,DJcbV1,Limited,Bigfoot,American-Style Barley Wine Ale,9.6,90.0,N,Ale
184,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,9HcWSd,,Bigfoot,American-Style Barley Wine Ale,9.6,,N,Ale
185,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,zqS7ze,Limited,Bigfoot,American-Style Barley Wine Ale,9.6,,N,Ale
186,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,qUIYuC,Limited,Bigfoot,British-Style Barley Wine Ale,9.6,90.0,N,Ale
187,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,AFNvz4,,Bigfoot,American-Style Barley Wine Ale,9.6,90.0,N,Ale
188,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,1UhodH,,Bigfoot,American-Style Barley Wine Ale,,,N,Ale
189,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,ysyw2P,,Bigfoot,American-Style Barley Wine Ale,9.6,90.0,N,Ale
190,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,dapUuF,,Bigfoot,American-Style Barley Wine Ale,9.6,90.0,N,Ale
191,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,Rx4Dnt,Limited,Bigfoot,American-Style Barley Wine Ale,9.6,90.0,N,Ale
192,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,aztnLa,Limited,Bigfoot,American-Style Barley Wine Ale,9.6,90.0,N,Ale
193,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,ER2JSs,Limited,Bigfoot,American-Style Barley Wine Ale,9.6,,N,Ale
194,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,ETtkIW,Limited,Bigfoot,American-Style Barley Wine Ale,9.6,,N,Ale
195,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,0T4pOY,,Bigfoot Barrel-Aged,American-Style Barley Wine Ale,12.2,,N,Ale
196,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,yoGDFl,,Black Eye PA,American-Style Black Ale,7.5,,N,Ale
197,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,fyj05b,,Black IPA,American-Style India Pale Ale,6.9,,N,IPA
198,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,i0Hy6x,,Black Vapor,German-Style Schwarzbier,6.0,,N,Other
199,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,QFJ250,,Blantons Barrel Aged Scotch Ale,Scotch Ale,11.3,,N,Ale
200,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,d16niD,Limited,Blindfold,American-Style Black Ale,7.4,70.0,N,Ale
201,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,24mTU2,,Blizzicane Bock,Traditional German-Style Bock,7.7,,N,Other
202,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,95tyDm,,Blonde Ale,Golden or Blonde Ale,,,N,Ale
203,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,IlrJbh,,Blood Shot,Imperial Red Ale,8.6,,N,Ale
204,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,oYED15,Limited,Blue Ridge Red,Irish-Style Red Ale,6.3,37.0,N,Ale
205,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,HgMkeg,,Bonnaroo Brew,French & Belgian-Style Saison,4.8,,N,Saison
206,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,AEFy0R,,Boomerang,American-Style India Pale Ale,6.7,,N,IPA
207,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,NU4qr0,,Bosden,American-Style Stout,6.8,,N,Stout
208,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,5lW8HD,,Bourbon Barrel Aged Maillard's Odyssey,American-Style Imperial Porter,9.3,,N,Porter
209,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,KuiKeS,,Breakfast At Chicos,Specialty Stouts,7.5,32.0,N,Other
210,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,9slIEB,,Broken Vow,American-Style Imperial Porter,,,N,Porter
211,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,APs5oE,,Brut IPA,American-Style India Pale Ale,6.2,25.0,N,IPA
212,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,BbrPm8,,Buffalo Trace Aged Scotch Ale,Scotch Ale,11.1,,N,Ale
213,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,80tC1T,,Cask-Aid,Specialty Beer,5.5,,N,Other
214,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,KY5gtZ,Seasonal,Celebration Ale,"Fresh ""Wet"" Hop Ale",6.8,65.0,N,Ale
215,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,PLnqH7,,Celebration Ale,American-Style Pale Ale,,,N,Pale Ale
216,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,v5a7l8,,Celebrator Beer News,American-Style Strong Pale Ale,9.3,,N,Pale Ale
217,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,LkfL1Y,Limited,Cherry Chocolate Stout,Imperial or Double India Pale Ale,8.5,,N,IPA
218,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,Z10a03,Limited,Chico King - Beer Camp Across America,American-Style Pale Ale,6.5,45.0,N,Pale Ale
219,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,dnUKxu,,Chocolate Chili Stout - High Altitude Series,American-Style Imperial Stout,8.8,,N,Stout
220,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,oEiXJV,Seasonal,Christmas Jam,Session Beer,4.2,,N,Other
221,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,3dsDxX,,Clean Sweep,Golden or Blonde Ale,3.5,,N,Ale
222,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,mXym9s,,Coffee Stout,Specialty Stouts,6.2,,N,Other
223,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,XVWs1B,,Dark Wheat,American-Style Premium Lager,,,N,Lager
224,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,4nRKTH,Seasonal,DevESTATEtion,American-Style Black Ale,6.7,67.0,N,Ale
225,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,0I5b84,,Double DeBOCKel,German-Style Doppelbock,9.4,,N,Other
226,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,4GgbWG,,Draught-Style Pale Ale,American-Style Pale Ale,5.0,36.0,N,Pale Ale
227,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,vzcxNZ,,Dunkelweizen,South German-Style Dunkel Weizen / Dunkel Weissbier,5.5,,N,Other
228,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,hKT9uI,,Dunkelweizen Bock,South German-Style Weizenbock / Weissbock,7.2,,N,Other
229,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,nvaDvZ,,Eagle Rare Barrel Aged Scotch Ale,Scotch Ale,11.3,,N,Ale
230,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,AC98pm,,Earth Day EPA,Extra Special Bitter,5.2,,N,Other
231,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,PSRi4b,,Electric Ray,Imperial or Double India Pale Ale,8.5,70.0,N,IPA
232,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,TavGRG,Seasonal,ESB - Early Spring Beer,American-Style Pale Ale,5.9,,N,Pale Ale
233,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,LDb6oj,Limited,Estate Ale,Specialty Beer,6.7,67.0,N,Other
234,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,Dn64tp,,Experimental Hop Double IPA,Imperial or Double India Pale Ale,8.0,65.0,N,IPA
235,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,z9eSax,,EXPERIMENTAL HOP PILSNER,American-Style Pilsener,5.5,46.0,N,Other
236,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,bTNGkO,,Experimental Hop Session IPA,Session India Pale Ale,4.6,41.0,N,IPA
237,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,JW5SJV,,Family Values,American-Style Brown Ale,8.5,35.0,N,Ale
238,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,A2xLSS,,Fantastic Haze,Imperial or Double India Pale Ale,9.0,40.0,N,IPA
239,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,KPu2Ot,,Festival Bier,American-Style Märzen / Oktoberfest,6.0,,N,Other
240,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,9Ylplt,Limited,Fistful of Hops,American-Style Pale Ale,6.2,,N,Pale Ale
241,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,ceP1Cs,,Five Hop - Experimental IPA,American-Style India Pale Ale,5.8,60.0,N,IPA
242,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,ePh6fw,Fall,Flipside Red IPA,American-Style Amber/Red Ale,6.2,60.0,N,Ale
243,nHLlnK,Sierra Nevada Brewing Co.,Y,Fletcher,North Carolina,35.4303824,-82.5489214,Micro Brewery,,,OxvWPv,Limited,Floral IPA - Beer Camp #53,American-Style India Pale Ale,5.9,,N,IPA
