,brewery_id,beer_id,availability,beer_name,beer_style,abv,ibu,is_retired,master_style
257,nHLlnK,cdkpyx,Year Round,Pale Ale,American-Style Pale Ale,5.6,37.0,N,Pale Ale
258,nHLlnK,yjsHPX,,Passion Fruit Milkshake Ipa,Juicy or Hazy India Pale Ale,6.2,,N,IPA
259,nHLlnK,Y9X4cN,,Pat-Rye-Ot,American-Style Pale Ale,5.6,39.0,N,Pale Ale
260,nHLlnK,AJwGIV,,Peach IPA,American-Style India Pale Ale,5.8,,N,IPA
261,nHLlnK,6Q7pkn,Limited,Pitch-A-Tent,Specialty Beer,9.0,,N,Other
262,nHLlnK,cglNbC,,Port Barrel Aged Biere De Garde,French-Style Bière de Garde,10.2,15.0,N,Other
263,nHLlnK,0K21pW,,Porter,Brown Porter,5.6,32.0,N,Porter
264,nHLlnK,otkATx,,Rain Check,Specialty Stouts,,,N,Other
265,nHLlnK,p0Qbef,,Red Ryeot,Rye Ale or Lager with or without Yeast,6.5,,N,Other
266,nHLlnK,GIO3Xe,,Red-oric - Beer Camp #65 (Best Of Beer Camp: Imperial Red Ale),American-Style Amber/Red Ale,8.0,,N,Ale
267,nHLlnK,gfOxMc,,Resilience Butte County Proud IPA,American-Style India Pale Ale,6.8,65.0,N,IPA
268,nHLlnK,YVWopx,Limited,Return of the Red Eye IPA,American-Style India Pale Ale,6.5,,N,IPA
269,nHLlnK,XlDXNh,,River Ryed Rye IPA,Rye Ale or Lager with or without Yeast,6.0,,N,Other
270,nHLlnK,qOKA1F,Limited,Ruthless Rye IPA,American-Style India Pale Ale,6.6,55.0,N,IPA
271,nHLlnK,a34mcG,,Rye Ale (Aged in Sagamore Rye Whiskey Barrels),Rye Ale or Lager with or without Yeast,9.2,,N,Other
272,nHLlnK,VdK5qM,,Rye Way 117,Specialty Honey Lager or Ale,7.4,,N,Ale
273,nHLlnK,lDDTXD,,Ryeday the 13th,Rye Ale or Lager with or without Yeast,5.5,,N,Other
274,nHLlnK,HfX0FF,,Scotch Ale Project 1 Blanton's,Scottish-Style Heavy Ale,11.3,,N,Ale
275,nHLlnK,325NwN,,Scotch Ale Project 2 Buffalo Trace,Scottish-Style Heavy Ale,11.3,,N,Ale
276,nHLlnK,fLoC5o,,Scotch Ale Project 2 Eagle Rare,Scottish-Style Heavy Ale,11.3,,N,Ale
277,nHLlnK,IzBcZt,,Scotch-Style Ale,Scotch Ale,7.3,,N,Ale
278,nHLlnK,8vbUYR,,Session Rye,Rye Ale or Lager with or without Yeast,4.5,31.0,N,Other
279,nHLlnK,1qx64W,Limited,Shamrock'n Rye Ale,Rye Ale or Lager with or without Yeast,6.6,,N,Other
280,nHLlnK,FtZRre,,Sidcar Orange IPA,American-Style India Pale Ale,6.8,35.0,N,IPA
281,nHLlnK,lPcmND,,SideCar,American-Style Amber/Red Ale,5.6,,N,Ale
282,nHLlnK,LB8JzL,,Sidecar Orange Pale Ale,American-Style Pale Ale,5.6,35.0,N,Pale Ale
283,nHLlnK,z71HIM,,Sierra Nevada Torpedo Cask,American-Style India Pale Ale,7.2,,N,IPA
284,nHLlnK,03DVSg,,Sierraveza,American-Style Light (Low Calorie) Lager,5.0,18.0,N,Lager
285,nHLlnK,lsUdvK,Limited,Simmer Down Brown,American-Style Brown Ale,7.0,,N,Ale
286,nHLlnK,P8KXUd,,Single Hop Amarillo IPA,American-Style India Pale Ale,6.7,,N,IPA
287,nHLlnK,dqKU6w,Seasonal,Single Hop Cascade IPA,American-Style India Pale Ale,6.3,45.0,N,IPA
288,nHLlnK,dlm9nV,,Single Hop Citra IPL,American-Style Lager,5.5,,N,Lager
289,nHLlnK,G5Uxww,,Single Hop El Dorado Session IPA,Session India Pale Ale,4.6,,N,IPA
290,nHLlnK,1S3Le4,,Single Hop Mosaic Double IPA,Imperial or Double India Pale Ale,6.6,47.0,N,IPA
291,nHLlnK,e0bg5f,,Six Rights IPA -  Beer Camp,American-Style India Pale Ale,8.0,,N,IPA
292,nHLlnK,g4t58N,,SkiEsta,American-Style Lager,5.2,18.0,N,Lager
293,nHLlnK,CI8j2t,Limited,Sleight of Hand,Specialty Beer,8.3,,N,Other
294,nHLlnK,FxxNhs,Limited,Snow Cone IPA,American-Style India Pale Ale,7.0,,N,IPA
295,nHLlnK,LPjakS,,Snow Wit,American-Style India Pale Ale,5.7,40.0,N,IPA
296,nHLlnK,FC8sve,Not Available,So Fresh & So Keene IPA,American-Style India Pale Ale,6.5,,N,IPA
297,nHLlnK,fX6odn,,Solar Storm - Beer Camp #71,American-Style India Pale Ale,5.8,,N,IPA
298,nHLlnK,1SYQ5O,,Southern Gothic Session Pils,German-Style Pilsener,5.6,40.0,N,Other
299,nHLlnK,xXJuyA,Limited,Southern Hemisphere Harvest,American-Style Pale Ale,6.7,66.0,N,Pale Ale
300,nHLlnK,7SC2N0,,Southern Hemisphere Session IPA,Session India Pale Ale,4.6,40.0,N,IPA
301,nHLlnK,oqsjeJ,,Steady As She Gose,Leipzig-Style Gose,5.7,,N,Other
302,nHLlnK,rHCSHp,Year Round,Stout,American-Style Stout,5.8,50.0,N,Stout
303,nHLlnK,5ue4ah,Summer,Summerfest,American-Style Lager,5.0,28.0,N,Lager
304,nHLlnK,ATFslo,,Sweet Sunny South,Belgian-Style Table Beer,4.9,23.0,N,Other
305,nHLlnK,5ErplG,Limited,Tater Ridge - Beer Camp Across America,Scottish-Style Heavy Ale,7.0,35.0,N,Ale
306,VDMEV7,vf8QTx,Limited,Terra Incognita,Specialty Beer,8.5,38.5,N,Other
307,YWVg1z,JsJS48,Limited,There and Back - Beer Camp Across America,Ordinary Bitter,5.6,40.0,N,Other
308,nHLlnK,JaS6T7,Year Round,Torpedo Extra IPA,American-Style India Pale Ale,7.2,65.0,N,IPA
309,qghrkC,wC2GDZ,Limited,Torpedo Pilsner - Beer Camp Across America,American-Style Pilsener,5.2,45.0,N,Other
310,nHLlnK,i5EwQe,,Trip In The Woods,Scotch Ale,9.6,,N,Ale
311,nHLlnK,lPKfmK,Limited,Trip In The Woods Barrel Aged Narwhal w/Red & Black Currents,American-Style Imperial Stout,9.8,,N,Stout
312,nHLlnK,T64OoT,,Trip In the Woods Biere De Garde,French-Style Bière de Garde,9.8,10.0,N,Other
313,nHLlnK,N0usi0,,Trip in the Woods Madeira Quad,Belgian-Style Quadrupel,10.5,,N,Other
314,nHLlnK,x3B5d8,,Trip in the Woods NARWHAL,Wood- and Barrel-Aged Strong Beer,9.8,,N,Other
315,nHLlnK,YEFnP1,,Trip In the Woods Rum Barrel Aged Quad,Belgian-Style Quadrupel,9.8,,N,Other
316,nHLlnK,XNIe9H,,Trip in the Woods Spiced Belgian Quad,Belgian-Style Quadrupel,13.4,15.0,N,Other
317,nHLlnK,TxVKov,,Trip in the Woods: Barrel Aged Ginger Bigfoot,American-Style Barley Wine Ale,11.4,,N,Ale
318,nHLlnK,JK8eXb,,Trip In the Woods: Cocoa Coconut Narwhal,American-Style Imperial Stout,11.8,,N,Stout
319,nHLlnK,kKHKCn,,Trip in the Woods: Maple Scotch,Scotch Ale,9.8,,N,Ale
320,nHLlnK,ep9tZr,,Trip In the Woods: Rye Dunkelweizen,South German-Style Dunkel Weizen / Dunkel Weissbier,9.6,28.0,N,Other
321,nHLlnK,LPQCSx,,Trip In The Woods: Tawny Narwhal,British-Style Imperial Stout,11.4,,N,Stout
322,nHLlnK,K2y0MV,,Trip In the Woods: Tequila-Barrel-Aged Otra Vez,Contemporary Gose,7.5,9.0,N,Other
323,nHLlnK,KuflHE,,Tropical Torpedo,American-Style India Pale Ale,6.7,55.0,N,IPA
324,nHLlnK,isCgs7,Seasonal,Tumbler,American-Style Brown Ale,5.5,37.0,N,Ale
325,nHLlnK,bf76fr,Year Round,Twin Peaks,American-Style Pale Ale,5.0,,N,Pale Ale
326,nHLlnK,Mp3DgY,Limited,Two-Headed Ruthless Rye IPA,Rye Ale or Lager with or without Yeast,9.7,,N,Other
327,nHLlnK,ExTe8O,,Unfiltered Wheat Beer,American-Style Wheat Beer,4.4,,N,Wheat Beer
328,nHLlnK,lAM2hZ,,Unibrown,American-Style Brown Ale,7.1,,N,Ale
329,nHLlnK,7IjJ76,,Vienna,Vienna-Style Lager,5.3,,N,Lager
330,nHLlnK,l7irOy,,Weizenbock - Beer Camp #37,South German-Style Weizenbock / Weissbock,6.8,,N,Other
331,nHLlnK,hCMeA4,,West Latitude Session Rye,Rye Ale or Lager with or without Yeast,5.5,55.0,N,Other
332,nHLlnK,Jjw7Pd,,Wheat Of The Moment,American-Style Wheat Beer,5.7,,N,Wheat Beer
333,nHLlnK,QCvO04,,Why Not?,French & Belgian-Style Saison,6.5,,N,Saison
334,nHLlnK,Zu0hMc,Year Round,Wild Little Thing,American-Style Sour Ale,5.5,7.0,N,Ale
335,nHLlnK,xMjKhw,,Wintertide Ale,Herb and Spice Beer,6.0,20.0,N,Other
336,nHLlnK,TpeMIM,,Witbier with Grapefruit,Fruit Beer,7.0,22.0,N,Other
337,nHLlnK,ruYTf6,,Yippe Rye Aye!,American-Style Wheat Beer,5.9,,N,Wheat Beer
338,EYuZg3,CScss3,Limited,Yonder Bock - Beer Camp Across America,German-Style Heller Bock/Maibock,7.7,45.0,N,Other
339,BSsTGw,a8u4ic,Limited,Yvan The Great - Beer Camp Across America,Belgian-Style Blonde Ale,6.3,50.0,N,Ale
340,nHLlnK,12WhgJ,,Zappa Wild Stache,American-Style India Pale Ale,7.3,53.0,N,IPA
341,Jt43j7,YBW4h3,Year Round,1554,Belgian-Style Dark Strong Ale,6.0,21.0,N,Ale
342,Jt43j7,qHYa65,Year Round,1969 Lager,American-Style Lager,4.7,18.0,N,Lager
343,Jt43j7,4CFzKV,Year Round,Abbey,Belgian-Style Dubbel,7.0,20.0,N,Other
344,Jt43j7,A33ltW,Limited,Accumulation White IPA,American-Style India Pale Ale,6.2,55.0,N,IPA
345,Jt43j7,13hF2A,,Belgian Stout,American-Style Stout,7.0,,N,Stout
346,Jt43j7,Yfk9kq,Year Round,Citradelic Tangerine IPA,American-Style India Pale Ale,6.0,50.0,N,IPA
347,Jt43j7,IYdY2s,Limited,Cold Brew Cream Ale,American-Style Cream Ale or Lager,5.0,13.0,N,Lager
348,Jt43j7,ME0zKN,Year Round,Dayblazer,Golden or Blonde Ale,4.8,13.0,N,Ale
349,Jt43j7,tuqTtX,Year Round,Fat Tire Amber Ale,American-Style Amber/Red Ale,5.2,22.0,N,Ale
350,Jt43j7,YEWcJI,Year Round,Fat Tire Belgian White,Belgian-Style White (or Wit) / Belgian-Style Wheat,5.2,12.0,N,Other
351,Jt43j7,Z5wGd8,Limited,Felix Aged in Apple Whiskey Barrels,Wood- and Barrel-Aged Sour Beer,8.8,,N,Other
352,Jt43j7,1J1ple,Year Round,Glütiny Pale Ale,American-Style Pale Ale,6.0,30.0,N,Pale Ale
353,Jt43j7,r9gGhg,Limited,Guava Sour,Wood- and Barrel-Aged Sour Beer,6.2,,N,Other
354,Jt43j7,vmRlBy,Year Round,Honey Orange Tripel,Belgian-Style Tripel,10.0,25.0,N,Other
355,Jt43j7,02FvxG,Limited,L'Amour en Cage,Wood- and Barrel-Aged Sour Beer,7.5,,N,Other
356,Jt43j7,qhKlHV,Limited,La Folie,Wood- and Barrel-Aged Sour Beer,7.0,18.0,N,Other
357,Jt43j7,DwUq7a,Limited,Le Terroir,Wood- and Barrel-Aged Sour Beer,7.5,12.0,N,Other
358,Jt43j7,gH48RK,Year Round,Mountain Time,American-Style Lager,4.4,,N,Lager
359,Jt43j7,a8agR7,Year Round,Mural Agua Fresca Cerveza,Fruit Beer,4.0,11.0,N,Other
360,Jt43j7,h3UF4F,Limited,Nitro Cold Brew Cream Ale,American-Style Cream Ale or Lager,5.0,,N,Lager
361,Jt43j7,o3thWE,Limited,Oakspire Bourbon Barrel Ale,Strong Ale,9.0,20.0,N,Ale
362,Jt43j7,iUTTnW,Year Round,Old Aggie,Vienna-Style Lager,4.7,18.0,N,Lager
363,Jt43j7,vibTAI,Year Round,Old Tuffy,American-Style Lager,4.7,18.0,N,Lager
364,Jt43j7,LIzIVu,Limited,Oscar Aged In Blackberry Whiskey Barrels,Wood- and Barrel-Aged Sour Beer,8.8,,N,Other
365,Jt43j7,TTP4r7,Limited,Oscar Worthy Coffee,Wood- and Barrel-Aged Sour Beer,7.6,,N,Other
366,Jt43j7,rI2JfZ,Limited,Passion Fruit Kölsch,German-Style Kölsch / Köln-Style Kölsch,4.0,13.0,N,Other
367,Jt43j7,JWH8TK,Limited,Peach Kick,American-Style Sour Ale,4.3,7.0,N,Ale
368,Jt43j7,h0Bar7,Year Round,Pilsener,Bohemian-Style Pilsener,4.8,16.0,N,Other
369,Jt43j7,9hjUaT,Limited,Single Foeder Felix #4,Wood- and Barrel-Aged Sour Beer,7.7,,N,Other
370,Jt43j7,DkStbE,,Single Foeder Felix No 61,American-Style Sour Ale,8.5,,N,Ale
371,Jt43j7,YGPBwu,,Single Foeder Oscar #65,Wild Beer,8.5,,N,Other
372,Jt43j7,3KZW6O,Limited,Snow Day,American-Style Black Ale,6.2,55.0,N,Ale
373,Jt43j7,reDk2y,,Tap In Golden Ale,Golden or Blonde Ale,4.8,,N,Ale
374,Jt43j7,l8qpNb,Year Round,The Hemperor HPA,American-Style India Pale Ale,7.0,55.0,N,IPA
375,Jt43j7,caPcOb,Limited,Transatlantique Kriek,Wood- and Barrel-Aged Sour Beer,6.2,8.0,N,Other
376,Jt43j7,pYoN1d,Year Round,Trippel,Belgian-Style Tripel,8.5,43.0,N,Other
377,Jt43j7,uBtMlj,Year Round,Voodoo Ranger American Haze,Juicy or Hazy India Pale Ale,5.0,30.0,N,IPA
378,Jt43j7,eRme9z,Limited,Voodoo Ranger Atomic Pumpkin,Pumpkin Beer,6.4,10.0,N,Other
379,Jt43j7,GRudrO,Limited,Voodoo Ranger Hop Avenger IPA,American-Style India Pale Ale,7.7,45.0,N,IPA
380,Jt43j7,CzjgS6,Year Round,Voodoo Ranger Imperial IPA,Imperial or Double India Pale Ale,9.0,70.0,N,IPA
381,Jt43j7,OwfqJc,Year Round,Voodoo Ranger IPA,American-Style India Pale Ale,7.0,50.0,N,IPA
382,Jt43j7,ZRA7V7,Limited,Voodoo Ranger Juicifer IPA,Juicy or Hazy India Pale Ale,7.7,50.0,N,IPA
383,Jt43j7,p9f5NW,Year Round,Voodoo Ranger Juicy Haze IPA,Juicy or Hazy India Pale Ale,7.5,42.0,N,IPA
384,Jt43j7,Fxchjl,Limited,Voodoo Ranger Liquid Paradise IPA,American-Style India Pale Ale,7.8,44.0,N,IPA
385,Jt43j7,IcD1AH,Limited,Voodoo Ranger Starship IPA,American-Style India Pale Ale,7.7,50.0,N,IPA
386,Jt43j7,aBucKr,Limited,Where I Live,Wood- and Barrel-Aged Sour Beer,6.0,,N,Other
387,SWMzJ3,8rHPm3,,A Great Day For A Beer,American-Style Pilsener,4.3,19.0,N,Other
388,SWMzJ3,p0qXLX,,Amber Ale,American-Style Amber/Red Ale,6.2,38.0,N,Ale
389,SWMzJ3,0Z3EHV,Year Round,Apricot Seed Pale Ale,American-Style Pale Ale,,,N,Pale Ale
390,SWMzJ3,NuFg2g,,Bartender's Choice,Imperial or Double India Pale Ale,6.5,,N,IPA
391,SWMzJ3,FIcMFv,,Betwixt 2 Berries,American-Style Sour Ale,6.5,,N,Ale
392,SWMzJ3,86YCcv,,Black Black Gose,Contemporary Gose,3.8,18.0,N,Other
393,SWMzJ3,sfx9il,,Brewer's IPA,Session India Pale Ale,5.0,48.0,N,IPA
394,SWMzJ3,o407xI,Seasonal,Chocolate Pumpkin Brown Ale,Herb and Spice Beer,,,N,Other
395,SWMzJ3,S98qfm,,Clown Around,American-Style Sour Ale,6.8,,N,Ale
396,SWMzJ3,NkTYVH,,Coffee Cascara Brown,American-Style Brown Ale,6.5,,N,Ale
397,SWMzJ3,2hRkGA,Seasonal,Coffee Tequila Oatmeal Stout,Oatmeal Stout,,,N,Stout
398,SWMzJ3,YOnoI1,,Cul Du Bouffon,French & Belgian-Style Saison,5.3,21.0,N,Saison
399,SWMzJ3,csm2Qw,Year Round,Dark Chocolate Blueberry Porter,Robust Porter,,,N,Porter
400,SWMzJ3,ZQYVeQ,Limited,Dark Chocolate Cherry Porter,Brown Porter,,,N,Porter
401,SWMzJ3,CNp1Kx,Year Round,Dark Chocolate Sea Salt Stout,American-Style Stout,7.1,28.0,N,Stout
402,SWMzJ3,kNOIG6,Limited,Directionally Challenged,American-Style India Pale Ale,5.5,,N,IPA
403,SWMzJ3,xrkanw,,Double Cheek IPA,Imperial or Double India Pale Ale,8.27,92.0,N,IPA
404,SWMzJ3,lK4JB8,,Evolved,American-Style Sour Ale,6.5,,N,Ale
405,SWMzJ3,UkdTjb,,Experimental Clown,American-Style India Pale Ale,6.0,,N,IPA
406,SWMzJ3,Zn8a25,,Fermenter #1,American-Style India Pale Ale,6.8,48.0,N,IPA
407,SWMzJ3,oYwFIq,,Figgatude,American-Style Pale Ale,5.8,,N,Pale Ale
408,SWMzJ3,BkHJnr,Seasonal,Fresh Hop Simcoe IPA,American-Style India Pale Ale,,,N,IPA
409,SWMzJ3,7S0MDB,,Ghost Chili Pepper IPA,American-Style Pale Ale,6.7,,N,Pale Ale
410,SWMzJ3,zktenZ,,Gingerbread Brown Ale,American-Style Brown Ale,6.6,,N,Ale
411,SWMzJ3,HKtMZ2,Seasonal,Hazelnut Nut Brown Ale,American-Style Brown Ale,,,N,Ale
412,SWMzJ3,x8QAXi,,Honey Kolsch,German-Style Kölsch / Köln-Style Kölsch,,,N,Other
413,SWMzJ3,Q5zPbh,Seasonal,Hop Pollen,American-Style India Pale Ale,6.0,,N,IPA
414,SWMzJ3,aBTOxN,,Imperial Dark Chocolate Black Truffle Sea Salt Stout,American-Style Imperial Stout,11.5,91.0,N,Stout
415,SWMzJ3,s8ZXER,Seasonal,Imperial IPA,Imperial or Double India Pale Ale,8.0,,N,IPA
416,SWMzJ3,x6phUz,Limited,India Brown Ale,Specialty Beer,,,N,Other
417,SWMzJ3,ofN9Ft,,IPA,American-Style India Pale Ale,6.7,68.0,N,IPA
418,SWMzJ3,TG4lsv,,Jasmine Tea IPA,American-Style India Pale Ale,6.8,70.0,N,IPA
419,SWMzJ3,y3g6tE,,Lemon Blonde,Golden or Blonde Ale,,,N,Ale
420,SWMzJ3,iTO5C7,Limited,Lemon Wheat IPA,American-Style India Pale Ale,,,N,IPA
421,SWMzJ3,EeIlNE,Seasonal,Little Ass Sour,Wild Beer,4.8,,N,Other
422,SWMzJ3,d14EKz,Summer,Mosiac Wet Hop IPA,American-Style India Pale Ale,6.9,,N,IPA
423,SWMzJ3,69fH2g,Year Round,Orange Citrus IPA,American-Style India Pale Ale,6.7,72.0,N,IPA
424,SWMzJ3,VlqXHS,,PARTLY CLOUDY WITH A CHANCE OF FUN,American-Style India Pale Ale,6.5,44.0,N,IPA
425,SWMzJ3,FCUqaN,Year Round,Peach Fig Pale Ale,American-Style Pale Ale,,,N,Pale Ale
426,SWMzJ3,sDnKSP,,Plum Sour,American-Style Sour Ale,5.5,,N,Ale
427,SWMzJ3,rWDejo,Year Round,Poplar Brown Ale,American-Style Brown Ale,,,N,Ale
428,SWMzJ3,QNiw6j,Seasonal,Pumpkin IPA,American-Style India Pale Ale,6.7,,N,IPA
429,SWMzJ3,FKn2UQ,Limited,Raspberry Mint IPA,American-Style Black Ale,6.8,,N,Ale
430,SWMzJ3,BUvRNl,,Rose Hip Hibiscus Blonde,Golden or Blonde Ale,5.5,18.0,N,Ale
431,SWMzJ3,T49Fnd,,Scared of Clowns,American-Style Sour Ale,,,N,Ale
432,SWMzJ3,lHgf6C,,She Said Her Name Was Cherri,American-Style Sour Ale,7.0,35.0,N,Ale
433,SWMzJ3,TpwStF,Limited,Smoked Maple Syrup Black Ale,Specialty Beer,,,N,Other
434,SWMzJ3,f1AYPb,Seasonal,Smoked Scotch Ale,Smoke Beer (Lager or Ale),,,N,Other
435,SWMzJ3,reVqdr,Year Round,Starfruit Tart,American-Style Sour Ale,6.0,,N,Ale
436,SWMzJ3,L2IUGk,,Tie Up Pale Ale,American-Style Pale Ale,5.8,38.0,N,Pale Ale
437,SWMzJ3,xnvaSs,,Trending IPA,American-Style India Pale Ale,6.7,,N,IPA
438,SWMzJ3,XZUz8q,,Unstable Clown,American-Style India Pale Ale,6.7,,N,IPA
439,SWMzJ3,Kn6tLY,Limited,Vanilla Bean Chocolate Brown Ale,American-Style Brown Ale,,,N,Ale
440,SWMzJ3,UBKiER,,Word,American-Style India Pale Ale,6.8,,N,IPA
441,mAOYtZ,GpHtHG,,Dragonfruit Sour IPA,American-Style India Pale Ale,6.6,,N,IPA
442,bv8S0U,0OwQlz,,Game Over (Passionfruit & Guava),Wood- and Barrel-Aged Sour Beer,5.0,5.0,N,Other
443,mAOYtZ,GpHtHG,,Dragonfruit Sour IPA,American-Style India Pale Ale,6.6,,N,IPA
444,bv8S0U,0OwQlz,,Game Over (Passionfruit & Guava),Wood- and Barrel-Aged Sour Beer,5.0,5.0,N,Other
445,mAOYtZ,GpHtHG,,Dragonfruit Sour IPA,American-Style India Pale Ale,6.6,,N,IPA
446,bv8S0U,0OwQlz,,Game Over (Passionfruit & Guava),Wood- and Barrel-Aged Sour Beer,5.0,5.0,N,Other
447,j8PiMZ,Pawrp5,Year Round,Billy Beer,American-Style Light (Low Calorie) Lager,3.2,12.0,N,Lager
448,j8PiMZ,VvbN8F,Year Round,Billy's Wild Weekend,American-Style Lager,4.43,11.0,N,Lager
449,j8PiMZ,giyQU1,,The Wonderworker,Belgian-Style Tripel,8.1,19.0,N,Other
450,OCiWW5,Ttua0u,,Astral Bootie,Session India Pale Ale,4.5,40.0,N,IPA
451,OCiWW5,geWWbe,,Barley's Best Bitter,Special Bitter or Best Bitter,4.75,,N,Other
452,OCiWW5,rLttNr,,Barrel Aged Hooligan Scotch Ale,Scottish-Style Heavy Ale,8.5,,N,Ale
453,OCiWW5,ZKYp4r,Year Round,Black Dome,American-Style Stout,6.0,,N,Stout
454,OCiWW5,rpXeHZ,Year Round,Brown Bear,American-Style Brown Ale,5.2,,N,Ale
455,OCiWW5,Fjoc0r,,CLT IPA,American-Style India Pale Ale,7.2,80.0,N,IPA
456,OCiWW5,5TavcM,Limited,Deep State Baltic Porter,Baltic-Style Porter,7.2,33.0,N,Porter
457,OCiWW5,Z6D5XP,,Dunkelweizen,South German-Style Dunkel Weizen / Dunkel Weissbier,0.0,0.0,N,Other
458,OCiWW5,ia3EgD,Limited,Emperor Charlemagne,Wood- and Barrel-Aged Sour Beer,9.6,,N,Other
459,OCiWW5,KSlTEX,,Endless Trail Helles,Münchner (Munich)-Style Helles,5.0,25.0,N,Other
460,OCiWW5,BPvtgq,,Farmer Brett,Brett Beer,0.0,0.0,N,Other
461,OCiWW5,YZbMOg,Year Round,Farmer Ted's,American-Style Cream Ale or Lager,6.0,,N,Lager
462,OCiWW5,CHpKlO,,Festbier Lager,German-Style Märzen,5.3,25.0,N,Other
463,OCiWW5,GijAEE,Year Round,Firewater,American-Style India Pale Ale,6.0,65.0,N,IPA
464,OCiWW5,8xxqwl,,Friki Tiki - Blood Orange,American-Style India Pale Ale,6.5,65.0,N,IPA
465,OCiWW5,GaHyVt,,Friki Tiki - Guava,American-Style India Pale Ale,6.5,60.0,N,IPA
466,OCiWW5,U9GSR0,Year Round,Honest Injun Stout,American-Style Stout,,,N,Stout
467,OCiWW5,QiegNp,,Hooligan Scotch Ale,Scotch Ale,8.0,,N,Ale
468,OCiWW5,BeHdEI,,Hop Series #1 - The Nose,American-Style India Pale Ale,4.75,,N,IPA
469,OCiWW5,ZAUawZ,,Hopness Monster IPA,American-Style India Pale Ale,6.5,60.0,N,IPA
470,OCiWW5,ZjsVCB,Seasonal,Hyper Monkey Stout,American-Style Stout,6.0,,N,Stout
471,OCiWW5,6SzGaR,Limited,Indian Head Red Ale,American-Style Amber/Red Ale,,,N,Ale
472,OCiWW5,xQ9h2k,Spring,King Coconut Porter,Robust Porter,5.2,,N,Porter
473,OCiWW5,L6QstJ,Fall,King Don's Pumpkin Ale,Pumpkin Beer,5.5,,N,Other
474,OCiWW5,qaEOPv,Seasonal,King Winterbolt,Herb and Spice Beer,7.0,,N,Other
475,OCiWW5,H3rsLl,,LD's Belgian Tripel,Belgian-Style Tripel,10.0,30.0,N,Other
476,OCiWW5,6MlKTp,,Le Sexxxy,French & Belgian-Style Saison,7.6,,N,Saison
477,OCiWW5,Kh7Clz,Year Round,Mother Trucker,American-Style Pale Ale,5.0,51.0,N,Pale Ale
478,OCiWW5,pTVR3D,,Oh Pale Yeah!,Session Beer,4.5,37.0,N,Other
479,OCiWW5,ClwsPo,,Peanut Butter Jelly Time,Specialty Beer,5.75,,N,Other
480,OCiWW5,ny0RNj,,Quiet Rye-Ot,Brown Porter,5.2,,N,Porter
481,OCiWW5,6DdOAL,,RED-iculous,American-Style India Pale Ale,6.0,58.0,N,IPA
482,OCiWW5,iNOOcY,Year Round,Red-iculous Red IPA,American-Style India Pale Ale,6.0,,N,IPA
483,OCiWW5,x0q0vQ,Year Round,Revenuers Red Ale,American-Style Amber/Red Ale,5.2,,N,Ale
484,OCiWW5,VX3aMW,,Riverkeeper Apple Sour,American-Style Sour Ale,5.4,15.0,N,Ale
485,OCiWW5,BqOpTP,,Small Batch Pineapple IPA,American-Style India Pale Ale,6.5,60.0,N,IPA
486,OCiWW5,i92f56,,Ted Light Lime,American-Style Light (Low Calorie) Lager,4.5,7.0,N,Lager
487,OCiWW5,imi4js,Year Round,White Zombie,Belgian-Style White (or Wit) / Belgian-Style Wheat,5.1,,N,Other
488,OCiWW5,wmUHNy,,Wolfeman Kolsch,German-Style Kölsch / Köln-Style Kölsch,0.0,0.0,N,Other
489,OCiWW5,Ttua0u,,Astral Bootie,Session India Pale Ale,4.5,40.0,N,IPA
490,OCiWW5,geWWbe,,Barley's Best Bitter,Special Bitter or Best Bitter,4.75,,N,Other
491,OCiWW5,rLttNr,,Barrel Aged Hooligan Scotch Ale,Scottish-Style Heavy Ale,8.5,,N,Ale
492,OCiWW5,ZKYp4r,Year Round,Black Dome,American-Style Stout,6.0,,N,Stout
493,OCiWW5,rpXeHZ,Year Round,Brown Bear,American-Style Brown Ale,5.2,,N,Ale
494,OCiWW5,Fjoc0r,,CLT IPA,American-Style India Pale Ale,7.2,80.0,N,IPA
495,OCiWW5,5TavcM,Limited,Deep State Baltic Porter,Baltic-Style Porter,7.2,33.0,N,Porter
496,OCiWW5,Z6D5XP,,Dunkelweizen,South German-Style Dunkel Weizen / Dunkel Weissbier,0.0,0.0,N,Other
497,OCiWW5,ia3EgD,Limited,Emperor Charlemagne,Wood- and Barrel-Aged Sour Beer,9.6,,N,Other
498,OCiWW5,KSlTEX,,Endless Trail Helles,Münchner (Munich)-Style Helles,5.0,25.0,N,Other
499,OCiWW5,BPvtgq,,Farmer Brett,Brett Beer,0.0,0.0,N,Other
500,OCiWW5,YZbMOg,Year Round,Farmer Ted's,American-Style Cream Ale or Lager,6.0,,N,Lager
501,OCiWW5,CHpKlO,,Festbier Lager,German-Style Märzen,5.3,25.0,N,Other
502,OCiWW5,GijAEE,Year Round,Firewater,American-Style India Pale Ale,6.0,65.0,N,IPA
503,OCiWW5,8xxqwl,,Friki Tiki - Blood Orange,American-Style India Pale Ale,6.5,65.0,N,IPA
504,OCiWW5,GaHyVt,,Friki Tiki - Guava,American-Style India Pale Ale,6.5,60.0,N,IPA
505,OCiWW5,U9GSR0,Year Round,Honest Injun Stout,American-Style Stout,,,N,Stout
506,OCiWW5,QiegNp,,Hooligan Scotch Ale,Scotch Ale,8.0,,N,Ale
